number,value,datetime_start,datetime_complete,duration,params_distance,params_margin_h,params_prominence_factor,params_sigma,params_window_size,user_attrs_mean_count_error,user_attrs_mean_precision,user_attrs_mean_recall,state
117,0.6565221227574168,2026-07-07 01:02:55.596620,2026-07-07 01:02:55.872294,0 days 00:00:00.275674,21,0.24971986564953913,0.007279597764331581,5.106583897905201,24,3.0,0.6236737567987568,0.8192647630147631,COMPLETE
118,0.6614068376446891,2026-07-07 01:02:55.872294,2026-07-07 01:02:56.154856,0 days 00:00:00.282562,20,0.2616621235985864,0.005721203008617243,5.447204004198419,25,3.5,0.6226131507381507,0.8499592074592075,COMPLETE
119,0.6543318624038101,2026-07-07 01:02:56.154856,2026-07-07 01:02:56.433928,0 days 00:00:00.279072,20,0.2397725910799353,0.004846382703717995,4.96638684588359,26,3.35,0.6209398240648242,0.835493117993118,COMPLETE
120,0.6027278106540317,2026-07-07 01:02:56.433928,2026-07-07 01:02:56.687607,0 days 00:00:00.253679,20,0.28203340093844875,0.0059283801298732714,4.25488330787668,20,5.05,0.5534711489490902,0.8452736152736154,COMPLETE
121,0.6667033056694182,2026-07-07 01:02:56.687607,2026-07-07 01:02:57.014048,0 days 00:00:00.326441,21,0.22253829425295654,0.0043592094888950245,5.50737365835039,24,3.25,0.6266715922965923,0.8407925407925407,COMPLETE
122,0.6560277467418737,2026-07-07 01:02:57.014048,2026-07-07 01:02:57.279689,0 days 00:00:00.265641,21,0.22760680197460778,0.004275947081048226,5.363314344668933,25,3.25,0.6189601370851371,0.8313264513264513,COMPLETE
123,0.6677694159126046,2026-07-07 01:02:57.279689,2026-07-07 01:02:57.586038,0 days 00:00:00.306349,20,0.21662776367653921,0.0033785696702682377,6.27024910483496,25,3.5,0.6241294816294817,0.8540879953379953,COMPLETE
124,0.6670005298067622,2026-07-07 01:02:57.586038,2026-07-07 01:02:57.870714,0 days 00:00:00.284676,19,0.21595388801568632,0.0032537499274692674,6.260740146130179,24,4.05,0.6178085109335109,0.8890879953379954,COMPLETE
125,0.6589967590676971,2026-07-07 01:02:57.886445,2026-07-07 01:02:58.184551,0 days 00:00:00.298106,19,0.20301924996801435,0.003056208248676,6.331119582592456,25,4.0,0.6131862581862582,0.8703379953379955,COMPLETE
126,0.6608039486101808,2026-07-07 01:02:58.184551,2026-07-07 01:02:58.453744,0 days 00:00:00.269193,19,0.21655727330081462,0.003066800763991511,6.29257957227103,25,3.95,0.6142851592851593,0.8703379953379955,COMPLETE
127,0.6646367832896974,2026-07-07 01:02:58.453744,2026-07-07 01:02:58.730538,0 days 00:00:00.276794,19,0.19454992035285848,0.0031227660904200576,6.224968118425355,22,4.4,0.6109026431085255,0.9041462703962704,COMPLETE
128,0.64041421444053,2026-07-07 01:02:58.730538,2026-07-07 01:02:59.014785,0 days 00:00:00.284247,19,0.1916709896129319,0.0025331384490299967,6.4288728961332815,21,4.6,0.5876944624003448,0.8753962703962704,COMPLETE
129,0.6510993157964096,2026-07-07 01:02:59.014785,2026-07-07 01:02:59.301104,0 days 00:00:00.286319,18,0.207021396849559,0.003001410731245214,6.27759178086539,22,4.65,0.5976718216424098,0.899600815850816,COMPLETE
130,0.6432438133480437,2026-07-07 01:02:59.301104,2026-07-07 01:02:59.556050,0 days 00:00:00.254946,19,0.22573076993535832,0.0033349612618837057,6.847234084581653,23,4.0,0.5988278388278389,0.8502369852369853,COMPLETE
131,0.6520996368413247,2026-07-07 01:02:59.571803,2026-07-07 01:02:59.826136,0 days 00:00:00.254333,19,0.21712131452018865,0.002323880600340918,6.170207066515699,25,4.3,0.601283891761833,0.8753379953379954,COMPLETE
132,0.6653344863783012,2026-07-07 01:02:59.826136,2026-07-07 01:03:00.107934,0 days 00:00:00.281798,19,0.1829721753009928,0.003552639606249963,5.870629438805398,24,3.95,0.6152688283938283,0.8812092074592075,COMPLETE
133,0.6377163659869713,2026-07-07 01:03:00.107934,2026-07-07 01:03:00.390976,0 days 00:00:00.283042,17,0.18336577614674116,0.0031123922033652373,5.809185948976895,24,4.85,0.5812058774558774,0.8899213286713288,COMPLETE
134,0.6580924085237585,2026-07-07 01:03:00.390976,2026-07-07 01:03:00.647842,0 days 00:00:00.256866,20,0.19483952165639298,0.0036863171752649342,6.403941311870696,22,3.75,0.6137933594183594,0.8637092074592075,COMPLETE
135,0.6513349438634134,2026-07-07 01:03:00.647842,2026-07-07 01:03:00.947059,0 days 00:00:00.299217,19,0.16278618791689803,0.00339325259304112,5.91526346447384,23,4.35,0.6003239693313223,0.877100815850816,COMPLETE
136,0.6287593988080362,2026-07-07 01:03:00.947059,2026-07-07 01:03:01.226587,0 days 00:00:00.279528,21,0.20271281248961517,0.0029408575654746535,5.836341134431506,9,4.85,0.5711088666235725,0.8791625041625043,COMPLETE
137,0.6245944512729409,2026-07-07 01:03:01.226587,2026-07-07 01:03:01.496853,0 days 00:00:00.270266,18,0.21924247314203266,0.0026979569468741343,6.250015571356146,20,5.5,0.5694072594072594,0.9025174825174826,COMPLETE
138,0.5833606088512071,2026-07-07 01:03:01.496853,2026-07-07 01:03:01.824404,0 days 00:00:00.327551,17,0.2601796588613717,0.002142807006677176,6.459704666538537,5,4.9,0.54273509170568,0.823683954933955,COMPLETE
139,0.6574701613029785,2026-07-07 01:03:01.824404,2026-07-07 01:03:02.091378,0 days 00:00:00.266974,19,0.17281872744088,0.004343939837082962,6.117127904850236,25,3.7,0.6154913142413143,0.8557546620046621,COMPLETE
140,0.6288306579004519,2026-07-07 01:03:02.091378,2026-07-07 01:03:02.349712,0 days 00:00:00.258334,20,0.18136088549907747,0.0038340052621990838,5.213224179209934,21,4.65,0.5791890217625512,0.8644024031524034,COMPLETE
141,0.6617818694046316,2026-07-07 01:03:02.349712,2026-07-07 01:03:02.631378,0 days 00:00:00.281666,19,0.2350933979652216,0.005024577888672902,5.990670949621358,24,3.75,0.6172789016539016,0.8699592074592075,COMPLETE
142,0.6618431121544931,2026-07-07 01:03:02.631378,2026-07-07 01:03:02.913471,0 days 00:00:00.282093,20,0.2389112850160778,0.004811394803959338,5.690865198011317,24,3.5,0.6189243395493396,0.8499592074592075,COMPLETE
143,0.6519863870082944,2026-07-07 01:03:02.913471,2026-07-07 01:03:03.198450,0 days 00:00:00.284979,20,0.25780707261885466,0.004951818019031908,5.976074985698113,23,3.45,0.6129948523698523,0.8349592074592074,COMPLETE
144,0.668950983687994,2026-07-07 01:03:03.204505,2026-07-07 01:03:03.474752,0 days 00:00:00.270247,21,0.23660462027811657,0.0035800266066232642,5.66631922021867,24,3.5,0.6248750555000556,0.8570425407925409,COMPLETE
145,0.6736995216996899,2026-07-07 01:03:03.474752,2026-07-07 01:03:03.751175,0 days 00:00:00.276423,21,0.221546256224959,0.0040882721638954185,5.651766809083607,24,3.35,0.6314501470751471,0.8570425407925409,COMPLETE
146,0.6720299310564151,2026-07-07 01:03:03.751175,2026-07-07 01:03:04.021654,0 days 00:00:00.270479,21,0.23256397277580793,0.004322991952624336,5.687239061007388,24,3.4,0.630351245976246,0.8570425407925409,COMPLETE
147,0.6720299310564151,2026-07-07 01:03:04.037334,2026-07-07 01:03:04.300512,0 days 00:00:00.263178,21,0.23332259131703023,0.004115205295530763,5.686663897683135,24,3.4,0.630351245976246,0.8570425407925409,COMPLETE
148,0.6561278784680318,2026-07-07 01:03:04.300512,2026-07-07 01:03:04.599452,0 days 00:00:00.298940,21,0.2348460582980649,0.004089500975170431,5.713144426133892,22,3.5,0.6113211094461094,0.8465284715284715,COMPLETE
149,0.6689740310665738,2026-07-07 01:03:04.599452,2026-07-07 01:03:04.850941,0 days 00:00:00.251489,21,0.22396947406780612,0.0036734491033793815,5.260711785634174,24,3.55,0.62446824009324,0.8601612276612277,COMPLETE
